chart_date,chart_type,rank,title,artist,url
2004-08-21,rock,30,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0434.html
2004-08-28,rock,1,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,2,Cold,Crossfade,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,3,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,4,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,5,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,6,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,7,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,8,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,9,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,10,Same Direction,Hoobastank,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,11,Take Me Out,Franz Ferdinand,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,12,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,13,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,14,Just Like You,Three Days Grace,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,15,Blue,A Perfect Circle,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,16,Triple Trouble,Beastie Boys,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,17,Rollover DJ,Jet,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,18,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,19,Nobody,Skindred,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,20,Word Up,KoRn,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,21,No Phone,Cake,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,22,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,23,Only One,Yellowcard,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,24,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,25,The End Has No End,The Strokes,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,26,Simple Man,Shinedown,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,27,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,28,Easy Comes,Thornley,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,29,Vindicated,Dashboard Confessional,https://tunecaster.com/charts/00/rock0435.html
2004-08-28,rock,30,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0435.html
2004-09-04,rock,1,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,2,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,3,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,4,Cold,Crossfade,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,5,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,6,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,7,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,8,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,9,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,10,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,11,Blue,A Perfect Circle,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,12,Same Direction,Hoobastank,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,13,Word Up,KoRn,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,14,Take Me Out,Franz Ferdinand,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,15,Triple Trouble,Beastie Boys,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,16,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,17,No Phone,Cake,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,18,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,19,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,20,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,21,Nobody,Skindred,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,22,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,23,Just Like You,Three Days Grace,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,24,Easy Comes,Thornley,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,25,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,26,Only One,Yellowcard,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,27,Leaving New York,R.E.M.,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,28,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,29,Simple Man,Shinedown,https://tunecaster.com/charts/00/rock0436.html
2004-09-04,rock,30,Rollover DJ,Jet,https://tunecaster.com/charts/00/rock0436.html
2004-09-11,rock,1,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,2,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,3,Cold,Crossfade,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,4,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,5,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,6,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,7,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,8,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,9,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,10,Blue,A Perfect Circle,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,11,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,12,Word Up,KoRn,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,13,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,14,Same Direction,Hoobastank,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,15,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,16,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,17,Take Me Out,Franz Ferdinand,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,18,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,19,No Phone,Cake,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,20,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,21,Nobody,Skindred,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,22,Just Like You,Three Days Grace,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,23,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,24,Triple Trouble,Beastie Boys,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,25,Easy Comes,Thornley,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,26,Take It Away,The Used,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,27,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,28,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,29,Touche,Godsmack,https://tunecaster.com/charts/00/rock0437.html
2004-09-11,rock,30,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0437.html
2004-09-18,rock,1,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,2,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,3,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,4,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,5,Cold,Crossfade,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,6,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,7,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,8,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,9,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,10,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,11,Word Up,KoRn,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,12,Blue,A Perfect Circle,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,13,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,14,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,15,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,16,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,17,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,18,No Phone,Cake,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,19,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,20,Nobody,Skindred,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,21,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,22,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,23,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,24,Touche,Godsmack,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,25,Take It Away,The Used,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,26,Just Like You,Three Days Grace,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,27,Take Me Out,Franz Ferdinand,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,28,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,29,Same Direction,Hoobastank,https://tunecaster.com/charts/00/rock0438.html
2004-09-18,rock,30,Freedom Fighters,The Music,https://tunecaster.com/charts/00/rock0438.html
2004-09-25,rock,1,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,2,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,3,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,4,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,5,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,6,Cold,Crossfade,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,7,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,8,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,9,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,10,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,11,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,12,Vertigo,U2,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,13,Word Up,KoRn,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,14,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,15,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,16,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,17,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,18,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,19,No Phone,Cake,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,20,Nobody,Skindred,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,21,Touche,Godsmack,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,22,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,23,Take It Away,The Used,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,24,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,25,Blue,A Perfect Circle,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,26,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,27,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,28,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,29,Freedom Fighters,The Music,https://tunecaster.com/charts/00/rock0439.html
2004-09-25,rock,30,Take Me Out,Franz Ferdinand,https://tunecaster.com/charts/00/rock0439.html
2004-10-02,rock,1,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,2,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,3,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,4,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,5,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,6,Vertigo,U2,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,7,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,8,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,9,Cold,Crossfade,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,10,Word Up,KoRn,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,11,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,12,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,13,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,14,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,15,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,16,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,17,Touche,Godsmack,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,18,Nobody,Skindred,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,19,No Phone,Cake,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,20,Boulevard Of Broken Dreams,Green Day,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,21,A Decade Under The Influence,Taking Back Sunday,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,22,Take It Away,The Used,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,23,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,24,A Favor House Atlantic,"Coheed, Cambria",https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,25,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,26,Reach For The Sky,Social Distortion,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,27,Ain't Comin' Home,Silvertide,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,28,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,29,Slow Hands,Interpol,https://tunecaster.com/charts/00/rock0440.html
2004-10-02,rock,30,Wake Up (Make A Move),Lostprophets,https://tunecaster.com/charts/00/rock0440.html
2004-10-09,rock,1,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,2,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,3,Vertigo,U2,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,4,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,5,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,6,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,7,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,8,Cold,Crossfade,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,9,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,10,Word Up,KoRn,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,11,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,12,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,13,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,14,Boulevard Of Broken Dreams,Green Day,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,15,Touche,Godsmack,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,16,No Phone,Cake,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,17,Nobody,Skindred,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,18,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,19,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,20,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,21,Take It Away,The Used,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,22,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,23,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,24,Imagine,A Perfect Circle,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,25,Mr. Brightside,The Killers,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,26,Reach For The Sky,Social Distortion,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,27,Slow Hands,Interpol,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,28,Love And War,Drowning Pool,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,29,Life Less Ordinary,Carbon Leaf,https://tunecaster.com/charts/00/rock0441.html
2004-10-09,rock,30,Two-Timing Touch And Broken Bones,The Hives,https://tunecaster.com/charts/00/rock0441.html
2004-10-16,rock,1,Vertigo,U2,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,2,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,3,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,4,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,5,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,6,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,7,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,8,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,9,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,10,Cold,Crossfade,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,11,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,12,Boulevard Of Broken Dreams,Green Day,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,13,Nobody,Skindred,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,14,Word Up,KoRn,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,15,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,16,Touche,Godsmack,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,17,No Phone,Cake,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,18,Imagine,A Perfect Circle,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,19,Take It Away,The Used,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,20,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,21,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,22,Run,Snow Patrol,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,23,Mr. Brightside,The Killers,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,24,Reach For The Sky,Social Distortion,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,25,Home,Three Days Grace,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,26,Slow Hands,Interpol,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,27,This Fire,Franz Ferdinand,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,28,Open Your Eyes,Alter Bridge,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,29,Hysteria (I Want It Now),Muse,https://tunecaster.com/charts/00/rock0442.html
2004-10-16,rock,30,Somebody Told Me,The Killers,https://tunecaster.com/charts/00/rock0442.html
2004-10-23,rock,1,Vertigo,U2,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,2,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,3,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,4,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,5,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,6,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,7,Cold,Crossfade,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,8,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,9,Boulevard Of Broken Dreams,Green Day,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,10,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,11,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,12,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,13,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,14,Take It Away,The Used,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,15,Nobody,Skindred,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,16,Touche,Godsmack,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,17,Imagine,A Perfect Circle,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,18,Word Up,KoRn,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,19,Ocean Breathes Salty,Modest Mouse,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,20,Home,Three Days Grace,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,21,Mr. Brightside,The Killers,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,22,Breaking The Habit,Linkin Park,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,23,Reach For The Sky,Social Distortion,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,24,This Fire,Franz Ferdinand,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,25,No Phone,Cake,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,26,Slow Hands,Interpol,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,27,Vermillion,Slipknot,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,28,Hysteria (I Want It Now),Muse,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,29,I'm Not Okay (I Promise),My Chemical Romance,https://tunecaster.com/charts/00/rock0443.html
2004-10-23,rock,30,Face To Face,Sevendust,https://tunecaster.com/charts/00/rock0443.html
2004-10-30,rock,1,Getting Away With Murder,Papa Roach,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,2,Vertigo,U2,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,3,Pain,Jimmy Eat World,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,4,Boulevard Of Broken Dreams,Green Day,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,5,So Cold,Breaking Benjamin,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,6,Personal Jesus,Marilyn Manson,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,7,Vitamin R (Leading Us Along),Chevelle,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,8,We're All To Blame,Sum 41,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,9,Cold,Crossfade,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,10,Take It Away,The Used,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,11,Because Of You,Nickelback,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,12,Fall To Pieces,Velvet Revolver,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,13,Touche,Godsmack,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,14,Imagine,A Perfect Circle,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,15,Let Me Out,Future Leaders Of The World,https://tunecaster.com/charts/00/rock0444.html
2004-10-30,rock,16,American Idiot,Green Day,https://tunecaster.com/charts/00/rock0444.html
